,L0,L1,L2,L3,L4,L5,L6,res_time,temperature,catalyst_loading,yield,turnover
74,1,0,0,0,0,0,0,60.0,110.0,1.0,78.0169,84.567
75,1,0,0,0,0,0,0,60.0,110.0,1.25,80.2063,74.1364
76,1,0,0,0,0,0,0,60.0,110.0,1.5,82.0835,64.4447
77,1,0,0,0,0,0,0,60.0,110.0,1.75,83.4436,55.5461
78,1,0,0,0,0,0,0,60.0,110.0,2.0,84.3997,47.4836
79,1,0,0,0,0,0,0,60.0,110.0,2.25,85.4195,40.4023
80,1,0,0,0,0,0,0,60.0,110.0,2.51,86.54,34.077
81,1,0,0,0,0,0,0,120.0,30.0,0.489,18.2967,22.7867
82,1,0,0,0,0,0,0,120.0,30.0,0.75,21.331,19.1391
83,1,0,0,0,0,0,0,120.0,30.0,1.0,24.0165,16.5138
84,1,0,0,0,0,0,0,120.0,30.0,1.25,26.6127,14.5986
85,1,0,0,0,0,0,0,120.0,30.0,1.5,29.0726,13.2004
86,1,0,0,0,0,0,0,120.0,30.0,1.75,31.5067,12.2659
87,1,0,0,0,0,0,0,120.0,30.0,2.0,33.882,11.7168
88,1,0,0,0,0,0,0,120.0,30.0,2.25,36.3715,11.6847
89,1,0,0,0,0,0,0,120.0,30.0,2.51,39.2967,12.2613
90,1,0,0,0,0,0,0,120.0,40.0,0.489,28.124,33.4535
91,1,0,0,0,0,0,0,120.0,40.0,0.75,31.6107,28.9433
92,1,0,0,0,0,0,0,120.0,40.0,1.0,34.9242,25.842
93,1,0,0,0,0,0,0,120.0,40.0,1.25,38.1647,23.4297
94,1,0,0,0,0,0,0,120.0,40.0,1.5,41.252,21.6702
95,1,0,0,0,0,0,0,120.0,40.0,1.75,44.0091,20.342
96,1,0,0,0,0,0,0,120.0,40.0,2.0,46.508,19.3015
97,1,0,0,0,0,0,0,120.0,40.0,2.25,49.1569,18.747
98,1,0,0,0,0,0,0,120.0,40.0,2.51,51.9819,18.7742
99,1,0,0,0,0,0,0,120.0,50.0,0.489,37.3716,44.6638
100,1,0,0,0,0,0,0,120.0,50.0,0.75,41.1763,39.4591
101,1,0,0,0,0,0,0,120.0,50.0,1.0,45.1704,35.4358
102,1,0,0,0,0,0,0,120.0,50.0,1.25,48.9481,32.4811
103,1,0,0,0,0,0,0,120.0,50.0,1.5,52.533,30.112
104,1,0,0,0,0,0,0,120.0,50.0,1.75,55.855,28.2775
105,1,0,0,0,0,0,0,120.0,50.0,2.0,58.7943,26.7416
106,1,0,0,0,0,0,0,120.0,50.0,2.25,61.5119,25.3391
107,1,0,0,0,0,0,0,120.0,50.0,2.51,63.9012,24.4136
108,1,0,0,0,0,0,0,120.0,60.0,0.489,45.985,56.3753
109,1,0,0,0,0,0,0,120.0,60.0,0.75,50.4848,50.4493
110,1,0,0,0,0,0,0,120.0,60.0,1.0,54.6748,45.6353
111,1,0,0,0,0,0,0,120.0,60.0,1.25,58.8401,41.6508
112,1,0,0,0,0,0,0,120.0,60.0,1.5,62.696,38.3987
113,1,0,0,0,0,0,0,120.0,60.0,1.75,66.3203,35.5658
114,1,0,0,0,0,0,0,120.0,60.0,2.0,69.5529,33.023
115,1,0,0,0,0,0,0,120.0,60.0,2.25,72.3311,30.7761
116,1,0,0,0,0,0,0,120.0,60.0,2.51,74.438,29.0094
117,1,0,0,0,0,0,0,120.0,70.0,0.489,54.2069,68.5055
118,1,0,0,0,0,0,0,120.0,70.0,0.75,58.7834,61.7765
119,1,0,0,0,0,0,0,120.0,70.0,1.0,63.2028,55.8566
120,1,0,0,0,0,0,0,120.0,70.0,1.25,67.5754,50.7556
121,1,0,0,0,0,0,0,120.0,70.0,1.5,71.4971,46.1003
122,1,0,0,0,0,0,0,120.0,70.0,1.75,74.9768,41.7786
123,1,0,0,0,0,0,0,120.0,70.0,2.0,78.2207,38.1437
124,1,0,0,0,0,0,0,120.0,70.0,2.25,80.7107,35.018
125,1,0,0,0,0,0,0,120.0,70.0,2.51,82.5096,32.2347
126,1,0,0,0,0,0,0,120.0,80.0,0.489,61.4708,80.443
127,1,0,0,0,0,0,0,120.0,80.0,0.75,66.3121,73.1273
128,1,0,0,0,0,0,0,120.0,80.0,1.0,70.7698,66.022
129,1,0,0,0,0,0,0,120.0,80.0,1.25,74.7849,59.0897
130,1,0,0,0,0,0,0,120.0,80.0,1.5,78.4142,52.6974
131,1,0,0,0,0,0,0,120.0,80.0,1.75,81.5414,47.048
132,1,0,0,0,0,0,0,120.0,80.0,2.0,84.119,41.8859
133,1,0,0,0,0,0,0,120.0,80.0,2.25,86.0565,37.2525
134,1,0,0,0,0,0,0,120.0,80.0,2.51,87.3258,33.2968
135,1,0,0,0,0,0,0,120.0,90.0,0.489,67.7681,91.8078
136,1,0,0,0,0,0,0,120.0,90.0,0.75,72.2395,83.4502
137,1,0,0,0,0,0,0,120.0,90.0,1.0,76.2753,75.0462
138,1,0,0,0,0,0,0,120.0,90.0,1.25,79.9877,66.4973
139,1,0,0,0,0,0,0,120.0,90.0,1.5,82.9749,58.428
140,1,0,0,0,0,0,0,120.0,90.0,1.75,85.4854,50.9611
141,1,0,0,0,0,0,0,120.0,90.0,2.0,87.1286,44.1851
142,1,0,0,0,0,0,0,120.0,90.0,2.25,88.419,38.3265
143,1,0,0,0,0,0,0,120.0,90.0,2.51,89.4371,33.5125
144,1,0,0,0,0,0,0,120.0,100.0,0.489,72.5138,101.483
145,1,0,0,0,0,0,0,120.0,100.0,0.75,76.2582,91.9442
146,1,0,0,0,0,0,0,120.0,100.0,1.0,79.4058,82.0754
147,1,0,0,0,0,0,0,120.0,100.0,1.25,82.2191,72.1136
148,1,0,0,0,0,0,0,120.0,100.0,1.5,84.6498,62.5793
149,1,0,0,0,0,0,0,120.0,100.0,1.75,86.5346,54.0527
150,1,0,0,0,0,0,0,120.0,100.0,2.0,87.7897,46.2593
151,1,0,0,0,0,0,0,120.0,100.0,2.25,88.8627,39.4665
152,1,0,0,0,0,0,0,120.0,100.0,2.51,89.9116,33.566
153,1,0,0,0,0,0,0,120.0,110.0,0.489,74.5421,108.373
154,1,0,0,0,0,0,0,120.0,110.0,0.75,77.3873,97.9373
155,1,0,0,0,0,0,0,120.0,110.0,1.0,79.5366,86.9137
156,1,0,0,0,0,0,0,120.0,110.0,1.25,81.5364,75.85
157,1,0,0,0,0,0,0,120.0,110.0,1.5,83.515,65.6138
158,1,0,0,0,0,0,0,120.0,110.0,1.75,85.1562,56.3599
159,1,0,0,0,0,0,0,120.0,110.0,2.0,86.3058,47.9834
160,1,0,0,0,0,0,0,120.0,110.0,2.25,87.3981,40.45
161,1,0,0,0,0,0,0,120.0,110.0,2.51,88.2649,33.6052
162,1,0,0,0,0,0,0,180.0,30.0,0.489,18.6922,22.8663
163,1,0,0,0,0,0,0,180.0,30.0,0.75,21.6129,19.0732
164,1,0,0,0,0,0,0,180.0,30.0,1.0,24.2729,16.2787
165,1,0,0,0,0,0,0,180.0,30.0,1.25,26.7586,14.4175
166,1,0,0,0,0,0,0,180.0,30.0,1.5,29.3555,13.2304
167,1,0,0,0,0,0,0,180.0,30.0,1.75,31.8456,12.4726
168,1,0,0,0,0,0,0,180.0,30.0,2.0,34.3859,12.2932
169,1,0,0,0,0,0,0,180.0,30.0,2.25,36.9964,12.4612
170,1,0,0,0,0,0,0,180.0,30.0,2.51,40.0143,13.1393
171,1,0,0,0,0,0,0,180.0,40.0,0.489,28.8885,33.7792
172,1,0,0,0,0,0,0,180.0,40.0,0.75,32.376,29.2671
173,1,0,0,0,0,0,0,180.0,40.0,1.0,35.5916,25.9473
174,1,0,0,0,0,0,0,180.0,40.0,1.25,38.6432,23.5365
175,1,0,0,0,0,0,0,180.0,40.0,1.5,41.6363,21.7389
176,1,0,0,0,0,0,0,180.0,40.0,1.75,44.5739,20.6722
177,1,0,0,0,0,0,0,180.0,40.0,2.0,47.2529,19.91
178,1,0,0,0,0,0,0,180.0,40.0,2.25,49.9331,19.5574
179,1,0,0,0,0,0,0,180.0,40.0,2.51,53.0763,19.7257
180,1,0,0,0,0,0,0,180.0,50.0,0.489,38.103,45.1955
181,1,0,0,0,0,0,0,180.0,50.0,0.75,42.1918,39.9225
182,1,0,0,0,0,0,0,180.0,50.0,1.0,46.0624,35.918
183,1,0,0,0,0,0,0,180.0,50.0,1.25,49.8389,32.8178
184,1,0,0,0,0,0,0,180.0,50.0,1.5,53.565,30.543
185,1,0,0,0,0,0,0,180.0,50.0,1.75,56.8802,28.7764
186,1,0,0,0,0,0,0,180.0,50.0,2.0,59.8932,27.4697
187,1,0,0,0,0,0,0,180.0,50.0,2.25,62.8161,26.1267
188,1,0,0,0,0,0,0,180.0,50.0,2.51,65.3444,25.3012
189,1,0,0,0,0,0,0,180.0,60.0,0.489,46.9169,57.3717
190,1,0,0,0,0,0,0,180.0,60.0,0.75,51.4141,51.3764
191,1,0,0,0,0,0,0,180.0,60.0,1.0,55.8346,46.4208
192,1,0,0,0,0,0,0,180.0,60.0,1.25,60.2436,42.4235
193,1,0,0,0,0,0,0,180.0,60.0,1.5,64.3142,39.1836
194,1,0,0,0,0,0,0,180.0,60.0,1.75,68.1832,36.6574
195,1,0,0,0,0,0,0,180.0,60.0,2.0,71.5193,33.9718
196,1,0,0,0,0,0,0,180.0,60.0,2.25,74.1685,31.7237
197,1,0,0,0,0,0,0,180.0,60.0,2.51,76.1954,29.8621
198,1,0,0,0,0,0,0,180.0,70.0,0.489,55.2889,70.0965
199,1,0,0,0,0,0,0,180.0,70.0,0.75,60.0035,63.3077
200,1,0,0,0,0,0,0,180.0,70.0,1.0,64.7539,57.2912
201,1,0,0,0,0,0,0,180.0,70.0,1.25,69.5734,52.0751
202,1,0,0,0,0,0,0,180.0,70.0,1.5,73.8695,47.4028
203,1,0,0,0,0,0,0,180.0,70.0,1.75,77.6086,43.1558
204,1,0,0,0,0,0,0,180.0,70.0,2.0,80.6666,39.2571
205,1,0,0,0,0,0,0,180.0,70.0,2.25,83.1779,35.9582
206,1,0,0,0,0,0,0,180.0,70.0,2.51,84.7708,32.8391
207,1,0,0,0,0,0,0,180.0,80.0,0.489,62.6862,82.3828
208,1,0,0,0,0,0,0,180.0,80.0,0.75,67.6476,75.0542
209,1,0,0,0,0,0,0,180.0,80.0,1.0,72.4196,67.9966
210,1,0,0,0,0,0,0,180.0,80.0,1.25,77.0411,60.91
211,1,0,0,0,0,0,0,180.0,80.0,1.5,80.9431,54.3506
212,1,0,0,0,0,0,0,180.0,80.0,1.75,84.1982,48.3378
213,1,0,0,0,0,0,0,180.0,80.0,2.0,86.8045,42.894
214,1,0,0,0,0,0,0,180.0,80.0,2.25,88.5988,38.0613
215,1,0,0,0,0,0,0,180.0,80.0,2.51,89.998,34.0743
216,1,0,0,0,0,0,0,180.0,90.0,0.489,69.0541,94.0663
217,1,0,0,0,0,0,0,180.0,90.0,0.75,73.6953,85.8473
218,1,0,0,0,0,0,0,180.0,90.0,1.0,77.9011,77.3499
219,1,0,0,0,0,0,0,180.0,90.0,1.25,81.8326,68.7029
220,1,0,0,0,0,0,0,180.0,90.0,1.5,85.3809,60.2721
221,1,0,0,0,0,0,0,180.0,90.0,1.75,87.8619,52.2628
222,1,0,0,0,0,0,0,180.0,90.0,2.0,89.7543,45.024
223,1,0,0,0,0,0,0,180.0,90.0,2.25,91.1124,39.0902
224,1,0,0,0,0,0,0,180.0,90.0,2.51,92.2271,34.0742
225,1,0,0,0,0,0,0,180.0,100.0,0.489,73.7374,103.784
226,1,0,0,0,0,0,0,180.0,100.0,0.75,77.8731,94.5371
227,1,0,0,0,0,0,0,180.0,100.0,1.0,81.126,84.7735
228,1,0,0,0,0,0,0,180.0,100.0,1.25,83.856,74.508
229,1,0,0,0,0,0,0,180.0,100.0,1.5,86.4111,64.3325
230,1,0,0,0,0,0,0,180.0,100.0,1.75,88.6624,55.1353
231,1,0,0,0,0,0,0,180.0,100.0,2.0,90.0584,47.0231
232,1,0,0,0,0,0,0,180.0,100.0,2.25,91.1521,39.7638
233,1,0,0,0,0,0,0,180.0,100.0,2.51,91.9607,33.7049
234,1,0,0,0,0,0,0,180.0,110.0,0.489,75.6702,110.418
235,1,0,0,0,0,0,0,180.0,110.0,0.75,78.5683,99.977
236,1,0,0,0,0,0,0,180.0,110.0,1.0,80.7692,89.0664
237,1,0,0,0,0,0,0,180.0,110.0,1.25,82.6977,77.6168
238,1,0,0,0,0,0,0,180.0,110.0,1.5,84.6138,66.839
239,1,0,0,0,0,0,0,180.0,110.0,1.75,86.6102,57.392
240,1,0,0,0,0,0,0,180.0,110.0,2.0,87.9671,48.4827
241,1,0,0,0,0,0,0,180.0,110.0,2.25,89.0494,40.5956
242,1,0,0,0,0,0,0,180.0,110.0,2.51,89.6021,33.1854
243,1,0,0,0,0,0,0,240.0,30.0,0.489,18.9316,22.8721
244,1,0,0,0,0,0,0,240.0,30.0,0.75,21.7783,19.0569
245,1,0,0,0,0,0,0,240.0,30.0,1.0,24.3998,16.2305
246,1,0,0,0,0,0,0,240.0,30.0,1.25,26.9854,14.4079
247,1,0,0,0,0,0,0,240.0,30.0,1.5,29.5459,13.2519
248,1,0,0,0,0,0,0,240.0,30.0,1.75,32.1314,12.7812
249,1,0,0,0,0,0,0,240.0,30.0,2.0,34.7459,12.812
250,1,0,0,0,0,0,0,240.0,30.0,2.25,37.4893,13.2087
251,1,0,0,0,0,0,0,240.0,30.0,2.51,40.71,13.9475
252,1,0,0,0,0,0,0,240.0,40.0,0.489,29.3103,34.0974
253,1,0,0,0,0,0,0,240.0,40.0,0.75,32.8675,29.5159
254,1,0,0,0,0,0,0,240.0,40.0,1.0,36.0819,26.108
255,1,0,0,0,0,0,0,240.0,40.0,1.25,39.0038,23.506
256,1,0,0,0,0,0,0,240.0,40.0,1.5,42.0612,22.023
257,1,0,0,0,0,0,0,240.0,40.0,1.75,45.0634,21.033
258,1,0,0,0,0,0,0,240.0,40.0,2.0,47.9003,20.5931
259,1,0,0,0,0,0,0,240.0,40.0,2.25,50.7117,20.4587
260,1,0,0,0,0,0,0,240.0,40.0,2.51,53.8524,20.6387
261,1,0,0,0,0,0,0,240.0,50.0,0.489,38.9282,46.1149
262,1,0,0,0,0,0,0,240.0,50.0,0.75,43.1194,40.7177
263,1,0,0,0,0,0,0,240.0,50.0,1.0,46.9563,36.4953
264,1,0,0,0,0,0,0,240.0,50.0,1.25,50.6336,33.33
265,1,0,0,0,0,0,0,240.0,50.0,1.5,54.1954,30.9143
266,1,0,0,0,0,0,0,240.0,50.0,1.75,57.7245,29.3721
267,1,0,0,0,0,0,0,240.0,50.0,2.0,60.8651,28.1736
268,1,0,0,0,0,0,0,240.0,50.0,2.25,63.7684,27.0267
269,1,0,0,0,0,0,0,240.0,50.0,2.51,66.4025,26.1301
270,1,0,0,0,0,0,0,240.0,60.0,0.489,47.9587,58.627
271,1,0,0,0,0,0,0,240.0,60.0,0.75,52.4675,52.6109
272,1,0,0,0,0,0,0,240.0,60.0,1.0,56.9633,47.4401
273,1,0,0,0,0,0,0,240.0,60.0,1.25,61.4388,43.1851
274,1,0,0,0,0,0,0,240.0,60.0,1.5,65.789,40.0079
275,1,0,0,0,0,0,0,240.0,60.0,1.75,69.7067,37.4449
276,1,0,0,0,0,0,0,240.0,60.0,2.0,73.008,34.8522
277,1,0,0,0,0,0,0,240.0,60.0,2.25,75.5667,32.5611
278,1,0,0,0,0,0,0,240.0,60.0,2.51,77.6121,30.6007
279,1,0,0,0,0,0,0,240.0,70.0,0.489,56.423,71.5626
280,1,0,0,0,0,0,0,240.0,70.0,0.75,61.2241,64.9363
281,1,0,0,0,0,0,0,240.0,70.0,1.0,66.2389,58.9648
282,1,0,0,0,0,0,0,240.0,70.0,1.25,71.3107,53.4912
283,1,0,0,0,0,0,0,240.0,70.0,1.5,76.0703,48.7522
284,1,0,0,0,0,0,0,240.0,70.0,1.75,79.7488,44.43
285,1,0,0,0,0,0,0,240.0,70.0,2.0,82.6529,40.4149
286,1,0,0,0,0,0,0,240.0,70.0,2.25,85.1319,36.8899
287,1,0,0,0,0,0,0,240.0,70.0,2.51,86.4824,33.4503
288,1,0,0,0,0,0,0,240.0,80.0,0.489,63.7897,84.1312
289,1,0,0,0,0,0,0,240.0,80.0,0.75,68.797,76.8931
290,1,0,0,0,0,0,0,240.0,80.0,1.0,73.8134,69.9042
291,1,0,0,0,0,0,0,240.0,80.0,1.25,78.8226,62.8811
292,1,0,0,0,0,0,0,240.0,80.0,1.5,83.2813,56.3444
293,1,0,0,0,0,0,0,240.0,80.0,1.75,86.6502,49.9681
294,1,0,0,0,0,0,0,240.0,80.0,2.0,89.248,44.1391
295,1,0,0,0,0,0,0,240.0,80.0,2.25,91.0486,39.265
296,1,0,0,0,0,0,0,240.0,80.0,2.51,91.9796,34.6519
297,1,0,0,0,0,0,0,240.0,90.0,0.489,70.1204,95.9909
298,1,0,0,0,0,0,0,240.0,90.0,0.75,74.9762,87.9393
299,1,0,0,0,0,0,0,240.0,90.0,1.0,79.3536,79.6097
300,1,0,0,0,0,0,0,240.0,90.0,1.25,83.5969,70.9616
301,1,0,0,0,0,0,0,240.0,90.0,1.5,87.4176,62.4138
302,1,0,0,0,0,0,0,240.0,90.0,1.75,90.1402,53.9455
303,1,0,0,0,0,0,0,240.0,90.0,2.0,92.1317,46.3797
304,1,0,0,0,0,0,0,240.0,90.0,2.25,93.605,40.0007
305,1,0,0,0,0,0,0,240.0,90.0,2.51,94.5657,34.763
306,1,0,0,0,0,0,0,240.0,100.0,0.489,74.5303,105.518
307,1,0,0,0,0,0,0,240.0,100.0,0.75,78.8686,96.5546
308,1,0,0,0,0,0,0,240.0,100.0,1.0,82.3863,87.0453
309,1,0,0,0,0,0,0,240.0,100.0,1.25,85.2013,76.6739
310,1,0,0,0,0,0,0,240.0,100.0,1.5,87.7658,66.149
311,1,0,0,0,0,0,0,240.0,100.0,1.75,90.2447,56.5769
312,1,0,0,0,0,0,0,240.0,100.0,2.0,92.0516,47.9543
313,1,0,0,0,0,0,0,240.0,100.0,2.25,93.3031,40.5265
314,1,0,0,0,0,0,0,240.0,100.0,2.51,93.6516,33.8767
315,1,0,0,0,0,0,0,240.0,110.0,0.489,76.4261,112.08
316,1,0,0,0,0,0,0,240.0,110.0,0.75,79.4444,101.731
317,1,0,0,0,0,0,0,240.0,110.0,1.0,81.8068,90.9999
318,1,0,0,0,0,0,0,240.0,110.0,1.25,83.8401,79.6831
319,1,0,0,0,0,0,0,240.0,110.0,1.5,85.8762,68.6682
320,1,0,0,0,0,0,0,240.0,110.0,1.75,87.8165,58.5016
321,1,0,0,0,0,0,0,240.0,110.0,2.0,89.4869,49.1979
322,1,0,0,0,0,0,0,240.0,110.0,2.25,90.4453,40.8283
323,1,0,0,0,0,0,0,240.0,110.0,2.51,90.8029,33.1342
324,1,0,0,0,0,0,0,300.0,30.0,0.489,19.082,22.932
325,1,0,0,0,0,0,0,300.0,30.0,0.75,21.8186,19.1354
326,1,0,0,0,0,0,0,300.0,30.0,1.0,24.4304,16.4231
327,1,0,0,0,0,0,0,300.0,30.0,1.25,27.0653,14.514
328,1,0,0,0,0,0,0,300.0,30.0,1.5,29.7584,13.547
329,1,0,0,0,0,0,0,300.0,30.0,1.75,32.4188,13.1534
330,1,0,0,0,0,0,0,300.0,30.0,2.0,35.1949,13.4523
331,1,0,0,0,0,0,0,300.0,30.0,2.25,38.1446,13.9438
332,1,0,0,0,0,0,0,300.0,30.0,2.51,41.2116,14.5775
333,1,0,0,0,0,0,0,300.0,40.0,0.489,29.6193,34.532
334,1,0,0,0,0,0,0,300.0,40.0,0.75,33.1633,29.7987
335,1,0,0,0,0,0,0,300.0,40.0,1.0,36.3963,26.3607
336,1,0,0,0,0,0,0,300.0,40.0,1.25,39.4101,23.8477
337,1,0,0,0,0,0,0,300.0,40.0,1.5,42.4788,22.3372
338,1,0,0,0,0,0,0,300.0,40.0,1.75,45.4301,21.4927
339,1,0,0,0,0,0,0,300.0,40.0,2.0,48.3502,21.1757
340,1,0,0,0,0,0,0,300.0,40.0,2.25,51.3617,21.2562
341,1,0,0,0,0,0,0,300.0,40.0,2.51,54.382,21.2454
342,1,0,0,0,0,0,0,300.0,50.0,0.489,39.5489,47.0061
343,1,0,0,0,0,0,0,300.0,50.0,0.75,43.6597,41.5024
344,1,0,0,0,0,0,0,300.0,50.0,1.0,47.7125,37.1542
345,1,0,0,0,0,0,0,300.0,50.0,1.25,51.3852,33.7737
346,1,0,0,0,0,0,0,300.0,50.0,1.5,54.8279,31.4425
347,1,0,0,0,0,0,0,300.0,50.0,1.75,58.3062,29.9478
348,1,0,0,0,0,0,0,300.0,50.0,2.0,61.5428,28.8656
349,1,0,0,0,0,0,0,300.0,50.0,2.25,64.3501,27.7893
350,1,0,0,0,0,0,0,300.0,50.0,2.51,67.0629,26.803
351,1,0,0,0,0,0,0,300.0,60.0,0.489,49.1375,60.0258
352,1,0,0,0,0,0,0,300.0,60.0,0.75,53.6065,53.994
353,1,0,0,0,0,0,0,300.0,60.0,1.0,58.0705,48.76
354,1,0,0,0,0,0,0,300.0,60.0,1.25,62.607,44.2786
355,1,0,0,0,0,0,0,300.0,60.0,1.5,66.7975,40.7216
356,1,0,0,0,0,0,0,300.0,60.0,1.75,70.6489,38.1153
357,1,0,0,0,0,0,0,300.0,60.0,2.0,73.8162,35.7369
358,1,0,0,0,0,0,0,300.0,60.0,2.25,76.516,33.4736
359,1,0,0,0,0,0,0,300.0,60.0,2.51,78.4616,31.0612
360,1,0,0,0,0,0,0,300.0,70.0,0.489,57.5096,73.05
361,1,0,0,0,0,0,0,300.0,70.0,0.75,62.4509,66.5496
362,1,0,0,0,0,0,0,300.0,70.0,1.0,67.4079,60.5529
363,1,0,0,0,0,0,0,300.0,70.0,1.25,72.7435,55.0233
364,1,0,0,0,0,0,0,300.0,70.0,1.5,77.5005,50.1275
365,1,0,0,0,0,0,0,300.0,70.0,1.75,81.2411,45.618
366,1,0,0,0,0,0,0,300.0,70.0,2.0,84.061,41.3253
367,1,0,0,0,0,0,0,300.0,70.0,2.25,86.3937,37.771
368,1,0,0,0,0,0,0,300.0,70.0,2.51,87.6293,34.0814
