tau,equiv_pldn,conc_dfnb,temperature,sty,e_factor
0.5,2.6,0.4,120.0,6549.1687791416625,15.782980817958126
0.5,2.6,0.5,30.0,10407.733401455358,9.978505740355448
0.5,2.6,0.5,52.5,11474.177093636723,8.942698988799501
0.5,2.6,0.5,75.0,10821.680235416265,9.533775782629247
0.5,2.6,0.5,97.5,9453.9097218219,11.042984287695985
0.5,2.6,0.5,120.0,7513.599334221117,14.126581894301182
0.5,3.4,0.1,30.0,1144.9416844454302,85.79619059338754
0.5,3.4,0.1,52.5,1848.732676321816,52.71426647055063
0.5,3.4,0.1,75.0,2231.0014886784506,43.48931873473359
0.5,3.4,0.1,97.5,2238.100471067595,43.338796692571634
0.5,3.4,0.1,120.0,2068.9337755891115,46.95501159762663
0.5,3.4,0.2,30.0,3385.612740610582,29.70680356886807
0.5,3.4,0.2,52.5,4430.123958139662,22.439876907685928
0.5,3.4,0.2,75.0,4519.469283472465,21.965831145356876
0.5,3.4,0.2,97.5,4158.153082405079,23.951810839277055
0.5,3.4,0.2,120.0,3556.867083178068,28.15250249677566
0.5,3.4,0.3,30.0,5945.192241570503,17.251764956179468
0.5,3.4,0.3,52.5,6871.714151972398,14.771969206025565
0.5,3.4,0.3,75.0,6569.292145038804,15.489487179735201
0.5,3.4,0.3,97.5,5787.462694774668,17.70318614437591
0.5,3.4,0.3,120.0,4621.387510287094,22.39659822302892
0.5,3.4,0.4,30.0,8561.824687784367,12.203839338111122
0.5,3.4,0.4,52.5,9159.052056548924,11.328988091990066
0.5,3.4,0.4,75.0,8467.861131163676,12.325917551271658
0.5,3.4,0.4,97.5,7174.496808386425,14.709816733046718
0.5,3.4,0.4,120.0,5371.249390366033,19.949821236426878
0.5,3.4,0.5,30.0,11142.563201298184,9.552923097632197
0.5,3.4,0.5,52.5,11337.050047120274,9.360867893132788
0.5,3.4,0.5,75.0,10234.40899114995,10.465904261928893
0.5,3.4,0.5,97.5,8353.435428166169,13.024780811189718
0.5,3.4,0.5,120.0,5883.336956097394,18.870595860691314
0.5,4.2,0.1,30.0,1324.785099779467,74.51499404193939
0.5,4.2,0.1,52.5,2011.9784022071992,48.68651073469201
0.5,4.2,0.1,75.0,2272.3381412433864,42.97644433137123
0.5,4.2,0.1,97.5,2188.1576366981126,44.659872399828565
0.5,4.2,0.1,120.0,1963.4627668567027,49.873158360815566
0.5,4.2,0.2,30.0,3748.996079853263,27.08451053766879
0.5,4.2,0.2,52.5,4552.034764167106,22.10770754409367
0.5,4.2,0.2,75.0,4431.178990120688,22.728962429002614
0.5,4.2,0.2,97.5,3951.0227388052904,25.600116035148847
0.5,4.2,0.2,120.0,3207.0868905600573,31.746679286264325
0.5,4.2,0.3,30.0,6373.500026113546,16.339070235116118
0.5,4.2,0.3,52.5,6871.736211555512,15.067324982772547
0.5,4.2,0.3,75.0,6351.320262426341,16.374312316464827
0.5,4.2,0.3,97.5,5362.386277209395,19.559671170398502
0.5,4.2,0.3,120.0,3965.5636054031484,26.765786333023428
0.5,4.2,0.4,30.0,8961.193938910292,11.914563601510055
0.5,4.2,0.4,52.5,9038.298773529474,11.793585079196044
0.5,4.2,0.4,75.0,8091.603935869806,13.278336195352333
0.5,4.2,0.4,97.5,6485.470702382696,16.789164886577957
0.5,4.2,0.4,120.0,4390.49687848945,25.229360721032542
0.5,4.2,0.5,30.0,11457.643792810757,9.556459370698368
0.5,4.2,0.5,52.5,11102.21378436379,9.88505722189414
0.5,4.2,0.5,75.0,9670.13642621366,11.48208784778833
0.5,4.2,0.5,97.5,7369.921025475499,15.346107547571677
0.5,4.2,0.5,120.0,4583.24635003812,25.223883150676055
0.5,5.0,0.1,30.0,1479.555904670501,67.06645908150571
0.5,5.0,0.1,52.5,2122.401598939265,46.417109742173565
0.5,5.0,0.1,75.0,2275.8154481986066,43.206826809057425
0.5,5.0,0.1,97.5,2133.5371765350937,46.14607015041159
0.5,5.0,0.1,120.0,1862.3305211941545,52.996799061786746
0.5,5.0,0.2,30.0,4017.156461243245,25.542482927283363
0.5,5.0,0.2,52.5,4588.274138789359,22.22023767095662
0.5,5.0,0.2,75.0,4333.375478674874,23.577208429333513
0.5,5.0,0.2,97.5,3752.4302722831476,27.366378398800805
0.5,5.0,0.2,120.0,2889.376880570488,35.80891767410116
0.5,5.0,0.3,30.0,6639.143978851052,15.948958590614573
0.5,5.0,0.3,52.5,6808.607747649119,15.515326756997696
0.5,5.0,0.3,75.0,6136.434344468144,17.312937667844746
0.5,5.0,0.3,97.5,4965.746293001435,21.606243773609563
0.5,5.0,0.3,120.0,3397.642000325497,31.993056385515796
0.5,5.0,0.4,30.0,9157.480637589728,11.932640138858734
0.5,5.0,0.4,52.5,8884.294159411247,12.32080223325135
0.5,5.0,0.4,75.0,7728.778235045928,14.297215040084424
0.5,5.0,0.4,97.5,5858.33890059141,19.148860294347845
0.5,5.0,0.4,120.0,3579.3360050627452,31.914165275105898
0.5,5.0,0.5,30.0,11559.605121586617,9.756260578228623
0.5,5.0,0.5,52.5,10854.441212565032,10.445683861960582
0.5,5.0,0.5,75.0,9132.10233656886,12.58530141073043
0.5,5.0,0.5,97.5,6495.631976345154,18.058278698316713
0.5,5.0,0.5,120.0,3556.0432331465563,33.7306419883098
0.8,1.0,0.1,30.0,373.89424091009585,161.78516481453326
0.8,1.0,0.1,52.5,676.4499111661902,88.9311479116537
0.8,1.0,0.1,75.0,961.3759205173152,62.247279594151145
0.8,1.0,0.1,97.5,1158.8538463785112,51.45077670486257
0.8,1.0,0.1,120.0,1270.5607260173833,46.82856955932949
0.8,1.0,0.2,30.0,1196.899364515762,51.22574646236964
0.8,1.0,0.2,52.5,1860.020518849699,32.57011708602786
0.8,1.0,0.2,75.0,2323.9696459832003,25.846794247468797
0.8,1.0,0.2,97.5,2574.2530383747617,23.22488276536545
0.8,1.0,0.2,120.0,2686.1544408557597,22.209414105449085
0.8,1.0,0.3,30.0,2244.343288314755,27.57439493715337
0.8,1.0,0.3,52.5,3184.573706931563,19.107287276981438
0.8,1.0,0.3,75.0,3740.175041968631,16.103708237856935
0.8,1.0,0.3,97.5,3999.631293086341,14.985577494084641
0.8,1.0,0.3,120.0,4096.7317045708805,14.602239520644497
0.8,1.0,0.4,30.0,3419.482002670064,18.224960350439694
0.8,1.0,0.4,52.5,4565.966184356693,13.371247645967218
0.8,1.0,0.4,75.0,5170.935968267409,11.676245227528854
0.8,1.0,0.4,97.5,5423.426818852169,11.079271889977182
0.8,1.0,0.4,120.0,5502.146604057636,10.903054224801329
0.8,1.0,0.5,30.0,4672.787963688887,13.411069908411703
0.8,1.0,0.5,52.5,5976.54314263016,10.244044844852256
0.8,1.0,0.5,75.0,6605.109265290504,9.162454822998523
0.8,1.0,0.5,97.5,6844.340934748254,8.801585657003622
0.8,1.0,0.5,120.0,6903.927589467351,8.714289541507085
0.8,1.8,0.1,30.0,609.1465989875483,99.57944752781447
0.8,1.8,0.1,52.5,1011.2271919728822,59.546592198102545
0.8,1.8,0.1,75.0,1300.0061839181278,46.072172151052904
0.8,1.8,0.1,97.5,1407.201784523705,42.473732367398576
0.8,1.8,0.1,120.0,1382.0307997043342,43.258373363040846
0.8,1.8,0.2,30.0,1832.6893943183557,33.53837650012698
0.8,1.8,0.2,52.5,2552.949646712712,23.76374995801301
0.8,1.8,0.2,75.0,2831.756946581916,21.310917014972578
0.8,1.8,0.2,97.5,2776.52661084501,21.74726108110652
0.8,1.8,0.2,120.0,2570.1791353479994,23.564875321351735
0.8,1.8,0.3,30.0,3286.1929149856937,18.87231410300824
0.8,1.8,0.3,52.5,4128.842246042198,14.793041495779105
0.8,1.8,0.3,75.0,4260.904768390792,14.293464228914804
0.8,1.8,0.3,97.5,4016.789874260816,15.215281323659823
0.8,1.8,0.3,120.0,3600.58659266468,17.077701851592433
0.8,1.8,0.4,30.0,4833.590495599954,12.923293540669498
0.8,1.8,0.4,52.5,5667.087088573313,10.85667031240175
0.8,1.8,0.4,75.0,5611.04068621262,10.966963073264994
0.8,1.8,0.4,97.5,5167.247647242219,11.985618312682735
0.8,1.8,0.4,120.0,4510.180801531069,13.862433680599201
0.8,1.8,0.5,30.0,6418.157584266357,9.795852458020267
0.8,1.8,0.5,52.5,7157.758278335529,8.664918169436902
0.8,1.8,0.5,75.0,6903.428138612164,9.013418366717925
0.8,1.8,0.5,97.5,6241.165154512487,10.065039867090995
0.8,1.8,0.5,120.0,5323.526262308218,11.95466052283424
0.8,2.6,0.1,30.0,797.4828919989494,76.33753893958469
0.8,2.6,0.1,52.5,1214.3850772817382,49.75116804507598
0.8,2.6,0.1,75.0,1407.876150231403,42.75784941303919
0.8,2.6,0.1,97.5,1391.3222427372216,43.27000326024678
0.8,2.6,0.1,120.0,1280.6166006611534,47.087631916489386
0.8,2.6,0.2,30.0,2255.425063703358,27.4238386605906
0.8,2.6,0.2,52.5,2807.198871601541,21.813434635864173
0.8,2.6,0.2,75.0,2811.627707860565,21.768072019542377
0.8,2.6,0.2,97.5,2574.511420334793,23.85518956064036
0.8,2.6,0.2,120.0,2198.5935175394234,28.08736719718238
0.8,2.6,0.3,30.0,3862.1955298686385,16.224033570641673
0.8,2.6,0.3,52.5,4302.2119044693745,14.446303812114632
0.8,2.6,0.3,75.0,4076.123801748616,15.294721614795842
0.8,2.6,0.3,97.5,3578.3300516263844,17.547302201353897
0.8,2.6,0.3,120.0,2865.4677272145864,22.136010853321775
0.8,2.6,0.4,30.0,5478.638666814454,11.582197792121567
0.8,2.6,0.4,52.5,5707.5968165084705,11.065542252155566
0.8,2.6,0.4,75.0,5246.7906267358785,12.115581259788142
0.8,2.6,0.4,97.5,4435.160601216234,14.49704951821194
0.8,2.6,0.4,120.0,3352.001493231269,19.471888453000236
0.8,2.6,0.5,30.0,7062.960897253868,9.101171692136726
0.8,2.6,0.5,52.5,7050.454075734216,9.109336563847817
0.8,2.6,0.5,75.0,6335.339472233941,10.238844174529484
0.8,2.6,0.5,97.5,5168.567029544936,12.752948636650125
0.8,2.6,0.5,120.0,3705.2273210864973,18.1445970922984
0.8,3.4,0.1,30.0,947.6365218156983,64.51752255591965
0.8,3.4,0.1,52.5,1329.9886817053607,45.65075668133937
0.8,3.4,0.1,75.0,1422.7198465999118,42.59671370863403
0.8,3.4,0.1,97.5,1339.5301761375524,45.29580653122786
0.8,3.4,0.1,120.0,1179.70747986637,51.55379902630528
0.8,3.4,0.2,30.0,2526.676949635699,24.69864761039456
0.8,3.4,0.2,52.5,2867.1783517316644,21.629047766422328
0.8,3.4,0.2,75.0,2718.951779897604,22.854099294849167
0.8,3.4,0.2,97.5,2376.195705860104,26.280187199524924
0.8,3.4,0.2,120.0,1872.5445842200697,33.59016098827538
0.8,3.4,0.3,30.0,4152.910350712252,15.318276770123665
0.8,3.4,0.3,52.5,4261.171719649456,14.89222996614798
0.8,3.4,0.3,75.0,3863.690311919737,16.51632744192202
0.8,3.4,0.3,97.5,3176.888776676658,20.28108929545776
0.8,3.4,0.3,120.0,2264.451231139291,28.81531456963513
0.8,3.4,0.4,30.0,5721.1632431711805,11.341135634090715
0.8,3.4,0.4,52.5,5568.290067794357,11.670688370620427
0.8,3.4,0.4,75.0,4884.921695524712,13.429045154433737
0.8,3.4,0.4,97.5,3791.971287951123,17.55859669610619
0.8,3.4,0.4,120.0,2462.9605886391537,27.518637579737135
0.8,3.4,0.5,30.0,7223.05971622393,9.168130169133603
0.8,3.4,0.5,52.5,6811.80107748475,9.772985276108486
0.8,3.4,0.5,75.0,5796.001478672865,11.643325735553237
0.8,3.4,0.5,97.5,4259.1422876361985,16.16894881094423
0.8,3.4,0.5,120.0,2533.872122600175,27.79112395213569
0.8,4.2,0.1,30.0,1066.26179651431,57.61720190845915
0.8,4.2,0.1,52.5,1391.6069871524946,43.88600792753276
0.8,4.2,0.1,75.0,1408.1754108404145,43.34742335356453
0.8,4.2,0.1,97.5,1286.0592376209358,47.54815276443086
0.8,4.2,0.1,120.0,1085.4167527701707,56.503415691034164
0.8,4.2,0.2,30.0,2694.1471186684657,23.410892949218937
0.8,4.2,0.2,52.5,2857.435794150362,22.00236310938442
0.8,4.2,0.2,75.0,2622.301357434826,24.054949029632795
0.8,4.2,0.2,97.5,2190.7375995569737,28.970546210850987
0.8,4.2,0.2,120.0,1591.1605522049508,40.225752328985685
0.8,4.2,0.3,30.0,4283.658123045307,15.114605293302956
0.8,4.2,0.3,52.5,4177.98108332891,15.512692372439803
0.8,4.2,0.3,75.0,3658.7138239236656,17.84185946935257
0.8,4.2,0.3,97.5,2816.4554081805777,23.446112850922063
0.8,4.2,0.3,120.0,1781.139505130454,37.59754020104858
0.8,4.2,0.4,30.0,5782.401611706833,11.502641856949705
0.8,4.2,0.4,52.5,5411.296023823141,12.350733052818924
0.8,4.2,0.4,75.0,4543.824562007388,14.880246941669421
0.8,4.2,0.4,97.5,3235.196524389253,21.262833369864985
0.8,4.2,0.4,120.0,1794.4365324507496,39.05800454052184
0.8,4.2,0.5,30.0,7210.368836347977,9.479660309693827
0.8,4.2,0.5,52.5,6570.138479102138,10.490254440302735
0.8,4.2,0.5,75.0,5297.502068675038,13.226355806733254
0.8,4.2,0.5,97.5,3498.93541523542,20.487312643150297
0.8,4.2,0.5,120.0,1710.0917298572033,42.861014311662416
0.8,5.0,0.1,30.0,1159.2648165515463,53.27426836874983
0.8,5.0,0.1,52.5,1421.1726428639474,43.2489976243673
0.8,5.0,0.1,75.0,1385.359298512278,44.383747362575825
0.8,5.0,0.1,97.5,1234.0355866996445,49.93627181440872
0.8,5.0,0.1,120.0,998.0152413091113,61.957951722632174
0.8,5.0,0.2,30.0,2793.961147868403,22.839779999145215
0.8,5.0,0.2,52.5,2825.6077673255086,22.561705695582422
0.8,5.0,0.2,75.0,2527.739433015733,25.32606323094114
0.8,5.0,0.2,97.5,2018.5974186048352,31.94049160889682
0.8,5.0,0.2,120.0,1349.7758557100005,48.21277202744089
0.8,5.0,0.3,30.0,4330.993913770839,15.231512849406615
0.8,5.0,0.3,52.5,4089.0240109078063,16.18273300304099
0.8,5.0,0.3,75.0,3463.140482966822,19.2698395259625
0.8,5.0,0.3,97.5,2494.5098382809565,27.101393803241354
0.8,5.0,0.3,120.0,1395.6522635362728,49.148548709255586
0.8,5.0,0.4,30.0,5769.639268415971,11.82437152803804
0.8,5.0,0.4,52.5,5255.794728860951,13.06750148372883
0.8,5.0,0.4,75.0,4224.5191894149,16.47693966519747
0.8,5.0,0.4,97.5,2755.892241869049,25.736808675560834
0.8,5.0,0.4,120.0,1298.760244897229,55.623430907766895
0.8,5.0,0.5,30.0,7143.073539162053,9.875514959053932
0.8,5.0,0.5,52.5,6334.7087278096715,11.250351279339869
0.8,5.0,0.5,75.0,4838.4491462571705,15.007461961933691
0.8,5.0,0.5,97.5,2867.681772924337,25.9394727225202
0.8,5.0,0.5,120.0,1142.5668623848392,66.46665427184608
1.1,1.0,0.1,30.0,341.9624528405436,128.42372255823793
1.1,1.0,0.1,52.5,578.0818289973801,75.51876502833109
1.1,1.0,0.1,75.0,772.1147851112403,56.26313946150117
1.1,1.0,0.1,97.5,891.8637122249526,48.559284992060434
1.1,1.0,0.1,120.0,953.005994934213,45.37120252063338
1.1,1.0,0.2,30.0,1041.0017378816622,42.65402171062628
1.1,1.0,0.2,52.5,1505.2100383545617,29.159173649935354
1.1,1.0,0.2,75.0,1790.1873394091904,24.340517319959645
1.1,1.0,0.2,97.5,1926.9387227729665,22.532945047837288
1.1,1.0,0.2,120.0,1980.6861796736562,21.889547302406356
1.1,1.0,0.3,30.0,1889.5850010565514,23.66915512198949
1.1,1.0,0.3,52.5,2507.578002754518,17.563428326205962
1.1,1.0,0.3,75.0,2829.789072819311,15.436371338323045
1.1,1.0,0.3,97.5,2962.607550051169,14.692849916240947
1.1,1.0,0.3,120.0,3002.990555927402,14.478522178724532
1.1,1.0,0.4,30.0,2813.9851919237117,15.978437385054304
1.1,1.0,0.4,52.5,3537.187626525882,12.485063702421277
1.1,1.0,0.4,75.0,3873.1571794784877,11.304567981889392
1.1,1.0,0.4,97.5,3995.417556819786,10.922835275667937
1.1,1.0,0.4,120.0,4021.7459771282374,10.842356796858917
1.1,1.0,0.5,30.0,3782.600861518766,11.93684490900461
1.1,1.0,0.5,52.5,4577.637598950043,9.670907955199988
1.1,1.0,0.5,75.0,4916.48885476405,8.926409857076278
1.1,1.0,0.5,97.5,5025.759940749433,8.706318978226731
1.1,1.0,0.5,120.0,5037.993215023949,8.680911700993803
1.1,1.8,0.1,30.0,542.5035333968165,81.11607181742083
1.1,1.8,0.1,52.5,832.476593419898,52.476615728578125
1.1,1.8,0.1,75.0,997.4513642285201,43.61180293993202
1.1,1.8,0.1,97.5,1026.5309187851822,42.338505314430506
1.1,1.8,0.1,120.0,978.435372506368,44.461782777481744
1.1,1.8,0.2,30.0,1539.3274384076826,28.89211025901555
1.1,1.8,0.2,52.5,1976.6497474298417,22.253623589777764
1.1,1.8,0.2,75.0,2069.236124242214,21.20223727055746
1.1,1.8,0.2,97.5,1965.5123432696587,22.366510729402073
1.1,1.8,0.2,120.0,1774.7777986671274,24.8665608511313
1.1,1.8,0.3,30.0,2660.554658984763,16.840383262653106
1.1,1.8,0.3,52.5,3097.368070434084,14.306056317875688
1.1,1.8,0.3,75.0,3054.7830219839198,14.511419812155056
1.1,1.8,0.3,97.5,2806.1730483373276,15.876284122337317
1.1,1.8,0.3,120.0,2441.8863623959487,18.378576179562568
1.1,1.8,0.4,30.0,3815.7729120042945,11.818358035168137
1.1,1.8,0.4,52.5,4171.318009221983,10.711694714742707
1.1,1.8,0.4,75.0,3983.5576547262162,11.256133921014063
1.1,1.8,0.4,97.5,3571.533565533795,12.658217752720363
1.1,1.8,0.4,120.0,3014.8860098990326,15.16103136355591
1.1,1.8,0.5,30.0,4971.271988198643,9.129601691741815
1.1,1.8,0.5,52.5,5204.864764450081,8.66363722788369
1.1,1.8,0.5,75.0,4868.241309177471,9.323666806173337
1.1,1.8,0.5,97.5,4273.378972774541,10.746524307999097
1.1,1.8,0.5,120.0,3517.0602780998815,13.250529323010715
1.1,2.6,0.1,30.0,692.4514227489954,63.760294777594005
1.1,2.6,0.1,52.5,961.7309266064445,45.597173965086576
1.1,2.6,0.1,75.0,1035.1110117286455,42.2804108583321
1.1,2.6,0.1,97.5,983.424852181174,44.5471340459926
1.1,2.6,0.1,120.0,878.1334312895272,49.9959719684643
1.1,2.6,0.2,30.0,1828.4207813265216,24.48851306798642
1.1,2.6,0.2,52.5,2082.950130815624,21.356309454537104
1.1,2.6,0.2,75.0,1993.7084576254244,22.34875480833237
1.1,2.6,0.2,97.5,1767.777389517591,25.31972576173101
1.1,2.6,0.2,120.0,1437.5766054188273,31.34165674766336
1.1,2.6,0.3,30.0,3003.829671745605,15.098497040208787
1.1,2.6,0.3,52.5,3109.2635631532858,14.541045444366222
1.1,2.6,0.3,75.0,2849.413973180703,15.948437689055572
1.1,2.6,0.3,97.5,2397.716608293602,19.122079353676774
1.1,2.6,0.3,120.0,1799.7634968315492,25.77368697638078
1.1,2.6,0.4,30.0,4146.144924362166,11.086117595647748
1.1,2.6,0.4,52.5,4074.6393324519277,11.28903798453455
1.1,2.6,0.4,75.0,3623.70523047742,12.805618158913653
1.1,2.6,0.4,97.5,2906.430503441578,16.187569782205802
1.1,2.6,0.4,120.0,2032.6767439830255,23.532364037945076
1.1,2.6,0.5,30.0,5246.164210312013,8.886393694408055
1.1,2.6,0.5,52.5,4996.055881050515,9.372654584239369
1.1,2.6,0.5,75.0,4325.894351681681,10.96390450205029
1.1,2.6,0.5,97.5,3318.2730377254256,14.566009873585779
1.1,2.6,0.5,120.0,2176.3340823259587,22.681021346615953
1.1,3.4,0.1,30.0,802.5414685149251,55.24919619557323
1.1,3.4,0.1,52.5,1019.1441811817925,43.26923270144681
1.1,3.4,0.1,75.0,1021.5262210827492,43.15618601053504
1.1,3.4,0.1,97.5,930.8342540368049,47.44799155194555
1.1,3.4,0.1,120.0,785.0388084564843,56.42654332164368
1.1,3.4,0.2,30.0,1983.6232718656424,22.79816519838247
1.1,3.4,0.2,52.5,2074.6501868249607,21.74147642195202
1.1,3.4,0.2,75.0,1898.6566485881915,23.83938200813684
1.1,3.4,0.2,97.5,1584.5720450107983,28.7426795415484
1.1,3.4,0.2,120.0,1157.2501933567942,39.6878994982418
1.1,3.4,0.3,30.0,3127.211797031975,14.75524939341968
1.1,3.4,0.3,52.5,3028.833305173587,15.257843231922848
1.1,3.4,0.3,75.0,2647.051539543444,17.588057939915203
1.1,3.4,0.3,97.5,2040.476990499065,23.08354177982444
1.1,3.4,0.3,120.0,1310.4802744031101,36.443308090904615
1.1,3.4,0.4,30.0,4206.277717513964,11.204445603016358
1.1,3.4,0.4,52.5,3920.4567124052564,12.084894845709613
1.1,3.4,0.4,75.0,3286.665095389584,14.588651906636976
1.1,3.4,0.4,97.5,2351.9159391619232,20.744016330513347
1.1,3.4,0.4,120.0,1341.132030543389,37.05714198843137
1.1,3.4,0.5,30.0,5236.713661844391,9.197425481800106
1.1,3.4,0.5,52.5,4757.779332356258,10.213194020709476
1.1,3.4,0.5,75.0,3832.520643136627,12.89591577080477
1.1,3.4,0.5,97.5,2556.0246966261534,19.78530851255323
1.1,3.4,0.5,120.0,1302.1006992310317,39.70655936199538
1.1,4.2,0.1,30.0,882.1863609902123,50.513164549443424
1.1,4.2,0.1,52.5,1039.7066184356577,42.688325249508736
1.1,4.2,0.1,75.0,998.1773518510533,44.497224695493024
1.1,4.2,0.1,97.5,879.9841288078344,50.59430975247845
1.1,4.2,0.1,120.0,700.7931597585655,63.76068876659296
1.1,4.2,0.2,30.0,2060.1554771843153,22.21039733243464
1.1,4.2,0.2,52.5,2040.0954562465395,22.42860667505395
1.1,4.2,0.2,75.0,1806.086375618254,25.450954316520775
1.1,4.2,0.2,97.5,1418.4824832269153,32.65094702585908
1.1,4.2,0.2,120.0,927.9135512970112,50.388378630120734
1.1,4.2,0.3,30.0,3154.6564411167255,14.910452743792488
1.1,4.2,0.3,52.5,2940.8513578920256,16.057727315012322
1.1,4.2,0.3,75.0,2456.7835651382807,19.398742353545565
1.1,4.2,0.3,97.5,1732.6332772827402,27.882085240918425
1.1,4.2,0.3,120.0,945.7318504846082,51.831032179191986
1.1,4.2,0.4,30.0,4180.8703149678995,11.57342322814117
1.1,4.2,0.4,52.5,3767.6968077855818,12.940790231821746
1.1,4.2,0.4,75.0,2977.7294796237816,16.612361362516623
1.1,4.2,0.4,97.5,1896.3050327275498,26.598995984371467
1.1,4.2,0.4,120.0,871.0376126215463,58.96910011171975
1.1,4.2,0.5,30.0,5162.9417821088,9.641675173604389
1.1,4.2,0.5,52.5,4527.1470708433135,11.122060310921379
1.1,4.2,0.5,75.0,3391.0096006116437,15.149708275748837
1.1,4.2,0.5,97.5,1957.808425883657,26.898698667714385
1.1,4.2,0.5,120.0,760.2844377920568,70.68819933191853
1.1,5.0,0.1,30.0,939.1479551524666,47.71256235358837
1.1,5.0,0.1,52.5,1042.9282690576026,42.84866067972162
1.1,5.0,0.1,75.0,973.5466759918676,45.964444070935365
1.1,5.0,0.1,97.5,831.5062174632737,53.9696028131756
1.1,5.0,0.1,120.0,625.0073582998398,72.09761945686907
1.1,5.0,0.2,30.0,2093.215199429075,22.137438271661967
